epoch,lr,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_precision,val_precision,train_recall,val_recall,macro_excludes_background,train_dice_class_0,val_dice_class_0,train_iou_class_0,val_iou_class_0,train_precision_class_0,val_precision_class_0,train_recall_class_0,val_recall_class_0,train_dice_class_1,val_dice_class_1,train_iou_class_1,val_iou_class_1,train_precision_class_1,val_precision_class_1,train_recall_class_1,val_recall_class_1,train_dice_class_2,val_dice_class_2,train_iou_class_2,val_iou_class_2,train_precision_class_2,val_precision_class_2,train_recall_class_2,val_recall_class_2,train_dice_class_3,val_dice_class_3,train_iou_class_3,val_iou_class_3,train_precision_class_3,val_precision_class_3,train_recall_class_3,val_recall_class_3
11,0.0003,1.0062244449343,1.1197985331217448,0.15880676390235846,0.13528496181896751,0.0900792533791289,0.07648764692882756,0.10680248007936675,0.08249117035541091,0.3243835958777431,0.44721282207872465,True,0.8705704659451782,0.5944687708311674,0.7708054727590656,0.42294952861539,0.9722712736646381,0.9859020292456825,0.7881309676583821,0.42552308993787163,0.2170566153632951,0.13050686042820359,0.1217406100685148,0.0698086864646617,0.1361187186726358,0.07192459858298358,0.5354300153832651,0.7035239578428887,0.2561505903207044,0.27534802502869893,0.14688802192375777,0.15965425432182098,0.18191051458939064,0.17554891248324914,0.43276953444051186,0.6381145083932853,0.0032130860230757995,0.0,0.0016091281451141018,0.0,0.0023782069760737963,0.0,0.0049512378094523635,0.0
12,0.0003,0.9878063133784702,0.968677302201589,0.16868288259618913,0.17982802971295828,0.09637497273111122,0.10398196430868079,0.118731055047198,0.13325083658706224,0.2937872462060803,0.295552002315427,True,0.9122522836525333,0.9025236596754341,0.8386616399579977,0.8223627485295247,0.970481470633986,0.9705807897935151,0.8606151120087665,0.8433854663131065,0.26181934420339625,0.2557185066772041,0.1506283845296881,0.14660392124557212,0.17954166666666665,0.1700183906947861,0.4832978972418367,0.5156278294882475,0.24009585215322554,0.2837655824616707,0.13642552774648578,0.1653419716804702,0.17270728097950544,0.22973411906640062,0.3937220829642473,0.37102817745803357,0.004133451431945674,0.0,0.0020710059171597634,0.0,0.00394421749542189,0.0,0.004341758412156923,0.0
13,0.0003,0.9731970957347325,0.9445729931195577,0.1675080005255868,0.21145223643355623,0.09563724425051455,0.12460641284499109,0.11954942765767322,0.22307512471810587,0.282246346592356,0.20144375178234353,True,0.9105101718132733,0.960307365437547,0.8357215902865885,0.9236454443496999,0.967530768672648,0.958047998361786,0.8598364474984703,0.9625774142465195,0.25636585916143284,0.3203281626770388,0.1470296165674633,0.1907087774880917,0.1782765987335283,0.32698945621215836,0.45618572342223324,0.3139328528485024,0.24297689503148495,0.29768867734258403,0.1382889583776071,0.17487322875693095,0.1769568747499155,0.3223552022363938,0.387575726635355,0.27652877697841727,0.003181247383842612,0.016339869281045753,0.0015931578064732517,0.008237232289950576,0.0034148094895758447,0.019880715705765408,0.0029775897194797055,0.013869625520110958
14,0.0003,0.9610175200871058,0.9416165630022685,0.18937318858271435,0.15391894283246427,0.11033068790184976,0.08735997533305755,0.14508698489267538,0.21736347359005623,0.28109401436645653,0.1339258960469881,True,0.9248786482937782,0.9634804822406553,0.8602551208065881,0.9295343365298333,0.9658696330499448,0.9437861406674287,0.8872252870409351,0.9840142795700808,0.2574008388151663,0.15188257817485643,0.14771087037603844,0.08218232044198895,0.1868325519995938,0.3246737841043891,0.4136340218256756,0.09912715946543045,0.30742538419009274,0.29154431142233267,0.18163180595910558,0.17064786249449096,0.23997939845393026,0.29293387804509,0.427602732741919,0.290167865707434,0.003293342742884027,0.018329938900203666,0.001649387370405278,0.009249743062692703,0.008449004224502113,0.034482758620689655,0.0020452885317750183,0.012482662968099861
15,0.0003,0.957670533657074,0.9365039666493734,0.16377675185328142,0.19115761115243476,0.09321692825863465,0.11173462790115087,0.11744562462986431,0.13911176860039434,0.2861632147453667,0.3284372367420853,True,0.9041062029619021,0.9068919771920347,0.8249943611374156,0.8296453399568136,0.9662876282082478,0.9711188990298419,0.8494437781807224,0.8506335957310126,0.24621986665238713,0.25121865878033467,0.1403938053411536,0.1436535562559956,0.16711915178480868,0.1708243975255689,0.46749359235054333,0.47455724167904095,0.2422945691199235,0.3197384514065293,0.13784708453600641,0.1902908816036283,0.1758719277122609,0.23299739476210066,0.3893384268102101,0.5093675059952039,0.002815819787533598,0.0025157232704402514,0.0014098948987439118,0.0012594458438287153,0.009345794392523364,0.013513513513513514,0.0016576250753465944,0.0013869625520110957
16,0.0003,0.9448489121028355,0.9098683516184489,0.19035079303823543,0.2015214058980234,0.11117874824295872,0.11921815114736138,0.15150123730550266,0.22761278097607673,0.2703066554806259,0.3082927323709103,True,0.9264053158287325,0.9379325328900895,0.8629004311285745,0.8831195398936227,0.9631897714028127,0.9656010458413204,0.8923271223469708,0.9118054879163188,0.24667090073598089,0.2587461878275677,0.1406871652558119,0.14859762891473552,0.18025107124605244,0.21049404444242584,0.39060185426201033,0.3356995400383905,0.32085673171989154,0.34581802986650245,0.1910835947003704,0.20905682452734864,0.26023394908167047,0.24473151750972763,0.41830232182206456,0.5891786570743405,0.0035247466588338963,0.0,0.0017654847726938355,0.0,0.014018691588785047,nan,0.0020157903578027886,0.0
17,0.0003,0.9299953869410924,0.8978658556938172,0.20046199586343497,0.21944614295742793,0.11869326533782909,0.13138502948495967,0.16091216893020285,0.19885127946716666,0.291883277505376,0.24567542101916598,True,0.9242332705454078,0.9523326313879154,0.8591391100317716,0.909002857127768,0.9667025529421011,0.9630686936621885,0.8853384833617812,0.9418332963065511,0.2465406509796766,0.31655432564467256,0.14060243319437174,0.18803952540131508,0.17488012708000353,0.27615785072694415,0.417702248848876,0.37079424866900873,0.35394820742402544,0.34178410322761127,0.2150285969253235,0.2061155630535639,0.2886256104798358,0.32039598767455585,0.45748830626370024,0.36623201438848924,0.0008971291866028708,0.0,0.0004487658937920718,0.0,0.019230769230769232,0.0,0.00045927740355174526,0.0
18,0.0003,0.9277482918330602,0.8844231208165486,0.17720396805034336,0.21020377787217237,0.1029601238366979,0.12463866285298242,0.134930807245921,0.21711593259830156,0.27193846512475667,0.21080981555419406,True,0.9234127706912186,0.9608848748815445,0.8577222036008101,0.9247145495760222,0.9643677211699462,0.957483083750512,0.8857946751666609,0.9643109242869791,0.20449165823869558,0.3017632094505687,0.11389067568357795,0.17769206928613243,0.1505237268255426,0.326754617414248,0.3187881822251963,0.28032305965013943,0.3245204798912764,0.3262574505908188,0.19368812092087997,0.19492690241159566,0.24124786157888706,0.30498533724340177,0.4955831698277741,0.35071942446043164,0.002599766021058105,0.0025906735751295338,0.0013015749056358194,0.0012970168612191958,0.013020833333333334,0.0196078431372549,0.001444043321299639,0.0013869625520110957
19,0.0003,0.9160761765071324,0.8924970706303914,0.19875854781333255,0.21540937921906936,0.11683663981017876,0.12845778723017592,0.1557959641539623,0.18027727014060282,0.27760300098257235,0.289935037161704,True,0.9335746839882573,0.9371973643972452,0.875424345213104,0.8818169366560951,0.9641091883413474,0.9673023190265935,0.9049149333041181,0.908909738189642,0.28237837339843774,0.2962031365940161,0.1644008022635018,0.17384885660717186,0.21697173484350507,0.22688913722014567,0.4042363780239656,0.4264966861033646,0.3136108601890609,0.34738299313716825,0.18596589173019687,0.21020175376060454,0.24732973786529538,0.28616489542388507,0.42842245222514796,0.4419214628297362,0.00028640985249892595,0.002642007926023778,0.00014322543683758235,0.0013227513227513227,0.0030864197530864196,0.027777777777777776,0.0001501726986033939,0.0013869625520110957
20,0.0003,0.9012998274394444,0.8804335832595825,0.1968379091588274,0.21205588050120153,0.11554910030997297,0.12617220424425532,0.14873009697590248,0.2598584048084776,0.29274526722403255,0.28550387841550307,True,0.9263641199910131,0.931772654294405,0.8628289508946543,0.8722606269538459,0.9661878907963984,0.9688334764851061,0.88969326039271,0.8974427443740267,0.2775645971471698,0.29993939463242275,0.16114659318279567,0.17642864829961258,0.20252142312351384,0.2191677807486631,0.44095975289805184,0.4749918510738474,0.3129491303293124,0.33622824687118186,0.18550070774712327,0.20208796443315338,0.2436688678041936,0.3005490288682921,0.43727604877404586,0.38151978417266186,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0
21,0.0003,0.90363609790802,0.9117869695027669,0.19170294315445957,0.16476168323517432,0.11249359570899185,0.0944945781606159,0.16246186730280615,0.10943516399789203,0.2454629084259834,0.3612439952785879,True,0.93299529488327,0.910483031983215,0.874405980038486,0.8356758625251519,0.9604359647566496,0.9708082301629697,0.9070790873500324,0.8572163374566212,0.24219331974501296,0.20228327200420543,0.13778154473157447,0.11252232838135921,0.1788834883263563,0.14776692545287587,0.3748638491202936,0.32054253739451666,0.33291550971836575,0.2920017777013175,0.19969924239540107,0.17096140610048852,0.30850211358206214,0.18053856654080022,0.36152487615765666,0.763189448441247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0003,0.8976472684315273,0.8502363681793212,0.1880821571719499,0.2177646334376373,0.11007879837445499,0.13013724585656838,0.15632647800725197,0.19474298005596805,0.2566338409916497,0.24724515415012163,True,0.9362970669827914,0.9529731787537129,0.8802242035066795,0.910170741967602,0.9640023554745619,0.963789535418609,0.9101397811006252,0.9423969059472308,0.23385486935212974,0.3252540804503853,0.1324097693298542,0.1942110003993054,0.1820581111206379,0.2850134234590278,0.32684426229508196,0.37872587012422587,0.33011978917105894,0.32803981986252667,0.19769070082409385,0.19620073717039976,0.2631117990915942,0.2992155167088764,0.4429205739658158,0.3630095923261391,0.0002718129926610492,0.0,0.0001359249694168819,0.0,0.023809523809523808,0.0,0.0001366867140513942,0.0
23,0.0003,0.8768070493425641,0.8518992344538371,0.2072133265183174,0.2186571775571938,0.12278393296581049,0.13078498819912732,0.19299984922263433,0.3204783435203052,0.25832538023029383,0.22393075724491576,True,0.9413490048964244,0.9590428494371379,0.8891967317371909,0.9213086714650726,0.962496742508505,0.9607587081752234,0.9211105933978895,0.9573331086190688,0.27552224502785544,0.33398828111294343,0.159771411509049,0.20047174778341723,0.2150782551897971,0.3238746555067878,0.3832193569243777,0.3447539024301909,0.34308145093820963,0.321983251558638,0.2070599373351667,0.19188321681396472,0.3061178242700134,0.3170820315338226,0.390197694274767,0.3270383693045564,0.003036283588887202,0.0,0.001520450053215752,0.0,0.057803468208092484,nan,0.0015590894917368258,0.0
24,0.00015,0.8828674520765032,0.8557202816009521,0.18056431625023517,0.21455729303113627,0.10441177340523507,0.12799623626822823,0.14420942471822282,0.2644959840214477,0.2504740547130865,0.27858314738958895,True,0.931526629598936,0.9381091304921048,0.8718295236962962,0.883432711806672,0.9621992808154137,0.966782524477043,0.9027491100752685,0.9110875696167345,0.25581714958852114,0.29925791877949315,0.14666876785777938,0.17595726129427933,0.19630288984248864,0.2291363964397402,0.36711856606856913,0.4312230632718844,0.2847084272082955,0.34441396031391563,0.16598252549269005,0.20803144751040542,0.22632538431217974,0.2998555716031552,0.3836837313420369,0.4045263788968825,0.0011673719538888077,0.0,0.0005840268652358008,0.0,0.01,nan,0.0006198667286533395,0.0
25,0.00015,0.8658615112304687,0.8583144903182983,0.20830013569448627,0.22738344195685325,0.12330035364054769,0.1369655910401251,0.18141991815340253,0.30241112135845344,0.26294437331038,0.27954372958554913,True,0.9444308862176988,0.9519937569088046,0.8947125052130661,0.9083855780293897,0.963627402035447,0.9651372019793072,0.92598426305691,0.9392034827792631,0.2914097291970665,0.3205819935943116,0.17055565291269134,0.1908887438216917,0.2402365902508069,0.2824206299929633,0.3702845749676127,0.37066748759552354,0.32996390648530227,0.35880590133702167,0.19757890728629232,0.21862490343422994,0.2731242878049063,0.29147940074906364,0.4166784327567949,0.4665767386091127,0.003526771401090093,0.0027624309392265192,0.0017665007226593866,0.0013831258644536654,0.03089887640449438,0.3333333333333333,0.001870112206732404,0.0013869625520110957
26,0.00015,0.8618562766483852,0.839288878440857,0.2145603117143983,0.24376543319932686,0.12724186982802785,0.14563488977138747,0.18503259249454426,0.39111267245584774,0.28632535367540074,0.29030797694146965,True,0.9390864735886545,0.9499989706570491,0.8851677824913928,0.9047600374749355,0.9635773189020439,0.9662584464239228,0.9158097175980207,0.9342776439584877,0.3035818892522021,0.32419456727732154,0.17895463820436353,0.19345597104945716,0.2457812001483155,0.2749297265954899,0.396927961676113,0.39496939625511573,0.33042871622066317,0.35916564710095195,0.19791231403590379,0.2188920816207762,0.25885786173898695,0.29840829077205333,0.45670050576720156,0.45098920863309355,0.00967032967032967,0.047936085219707054,0.004858657243816254,0.02455661664392906,0.05045871559633028,0.6,0.0053475935828877,0.024965325936199722
27,0.00015,0.8577778901372637,0.8338646531105042,0.21277250598512884,0.22280947400724607,0.12351739591934574,0.13337463851777057,0.18492320457750977,0.22815988306269117,0.2986128977000986,0.2764714184337341,True,0.9337216166665014,0.9418546867481258,0.875682777838386,0.8900995685116574,0.9670698864131627,0.9683193952388933,0.9025966314299193,0.9167980843838542,0.2958317216170427,0.3248954770049411,0.17359302210328081,0.19395534579778545,0.22215936190292562,0.24984898380716694,0.44260969334890093,0.46438013835065733,0.2926407550160297,0.3381128908162552,0.1713996371154901,0.20345117845117844,0.22430497685766207,0.31698360655737706,0.42085731239815766,0.3622601918465228,0.04984504132231405,0.005420054200542005,0.025559528539266324,0.002717391304347826,0.10830527497194165,0.11764705882352941,0.03237168735323717,0.0027739251040221915
28,0.00015,0.8562158516475132,0.8417649785677592,0.20567020845484105,0.20470202203698099,0.12162762392445414,0.12103948709670868,0.17223365940181026,0.1499223040689607,0.2767589424358146,0.3354476346126026,True,0.9365232844157075,0.9355553591701053,0.8806241553687102,0.8789140583588256,0.9678977917652977,0.9697645167313969,0.9071189301711348,0.9036774708263612,0.2785461404839531,0.28573717306845037,0.16180865896821708,0.1666822429906542,0.20350265846831758,0.2262846267709875,0.4412676591886279,0.387562927818623,0.3356258159009138,0.32836889304249267,0.2016528609415951,0.19643621829947186,0.2960227472180293,0.22348228543589466,0.3874619788459948,0.6187799760191847,0.0028386689796562055,0.0,0.001421351863550221,0.0,0.01717557251908397,0.0,0.0015471892728210418,0.0
29,0.00015,0.8473696265901838,0.8370226144790649,0.213304078639425,0.22435218297849593,0.1268742648822673,0.13508582607018474,0.20399147998560865,0.26867897238038807,0.29492202581152743,0.30132266646933803,True,0.9334263424391922,0.9458299276684329,0.8751635068260397,0.8972270722659463,0.9666331399759474,0.9675040917466894,0.9024252807632993,0.9251055810487079,0.28107996205672336,0.30922608026889226,0.16352125512076834,0.182890259105765,0.20841170527415478,0.25481773584019907,0.4315519817832491,0.3931766325015392,0.3523492916897526,0.3638304686665955,0.21384950700570834,0.22236721910478924,0.2895730973769718,0.282540208920577,0.4498777292576419,0.5107913669064749,0.006482982171799027,0.0,0.0032520325203252032,0.0,0.11398963730569948,nan,0.0033363663936912345,0.0
30,0.00015,0.847181841305324,0.8241527160008748,0.2160407266204848,0.2571610041949836,0.12727918140305491,0.1545086731900849,0.23755037313110935,0.282728263267029,0.2805528006206239,0.27806466322857504,True,0.93708551518226,0.958623664622793,0.8816189153193673,0.920535287827105,0.9659960183239831,0.9639497582744926,0.9098552044483146,0.9533561038924085,0.27697125055743954,0.34153283538320883,0.16074673777036286,0.20593282922313638,0.20745571770835086,0.32607048748353096,0.4165520702150553,0.35853464199051105,0.3421275654961495,0.3686294224847609,0.2063654346231636,0.22596302003081664,0.2937789111987192,0.31738989286873714,0.4095251537097642,0.43959832134292565,0.02902336380786533,0.06132075471698113,0.014725371815638344,0.031630170316301706,0.21141649048625794,0.2047244094488189,0.015581177937052042,0.036061026352288486
31,0.00015,0.8493240322385516,0.847591499487559,0.19878734896641384,0.19360906796234492,0.11558831437578249,0.11343766282271696,0.1575352460326391,0.13488828355770804,0.2866401218573783,0.3429323380598697,True,0.9308987118598747,0.9138956708324876,0.8707301377209297,0.8414437234892334,0.9667567568252353,0.9720465286696102,0.8976055589875521,0.8623096175881229,0.28990327219780093,0.26383216609469384,0.16952448799219796,0.15196236270616437,0.2206090862219402,0.18471540708420006,0.4226635702650463,0.46150085111006484,0.2862591549295775,0.316995037792341,0.16703759833524554,0.18835062576198652,0.21628236616169141,0.21994944358892407,0.4231746216821714,0.5672961630695443,0.020199619771863117,0.0,0.010202856799903973,0.0,0.03571428571428571,0.0,0.014082173624917163,0.0
32,0.00015,0.8429467592920575,0.8202816685040791,0.20970457436326084,0.2401345468763708,0.12403679757750813,0.1405336063828645,0.1899014450053882,0.1935519913123128,0.2798198031376959,0.3496057855963339,True,0.9336913972300003,0.9501635845858314,0.8756296205474724,0.9050587030846939,0.9636680669255617,0.9662713229869607,0.9055234237271899,0.9345840725009932,0.267486869995008,0.2937783026482358,0.15439240566923568,0.1721806158626459,0.20045945248180835,0.2767169769042398,0.40185455852402063,0.3130817427836732,0.34890060875088313,0.336194212849436,0.2113141162791703,0.20206337509211497,0.2932313690208427,0.2311193526635199,0.43066040644462256,0.6164568345323741,0.012726244343891403,0.0904311251314406,0.0064038707841184,0.0473568281938326,0.07601351351351351,0.07281964436917866,0.006944444444444444,0.11927877947295423
33,0.00015,0.8305609055927822,0.8164914608001709,0.26453703194295286,0.24666640041636326,0.15754124875988837,0.14665197404705538,0.2379631250859524,0.37444082850769994,0.32171462103497633,0.3098022054275975,True,0.9444542681579063,0.9460170693829691,0.8947544759711025,0.8975639376143828,0.9665419027146056,0.9676587222110955,0.9233535828717232,0.9253222698037653,0.3233235755966113,0.3149475889501511,0.19283600036999352,0.18690670206152657,0.25944467542899485,0.2585139139022832,0.4289328233280649,0.4029010177103328,0.37001504066821456,0.3596065861209282,0.2270051871030164,0.21921972075622953,0.3096995771101714,0.28341322278360753,0.4595060206006093,0.4918315347721823,0.1002724795640327,0.06544502617801047,0.052782558806655194,0.03382949932341001,0.144745122718691,0.5813953488372093,0.07670501917625479,0.03467406380027739
34,0.00015,0.836201582636152,0.8217583378156026,0.22886858136118102,0.23191616471856247,0.13570595921909412,0.14029235889229044,0.21652125997124894,0.36933662195574063,0.2782550297260251,0.26983855323190165,True,0.9395064051447131,0.9510294107847689,0.8859142664345054,0.9066311492072097,0.9623508678961605,0.9653256797841916,0.9177213657627598,0.9371504115444764,0.2691336577302895,0.3253893398489428,0.15549072228036429,0.19430745760306536,0.21102970349406194,0.27580606579460903,0.37139066682183175,0.3967078338343414,0.37139700102902146,0.3675929025778373,0.22804636935071718,0.22518457752255946,0.32428866034070036,0.33220380007261285,0.43451799200355395,0.4114208633093525,0.04607508532423208,0.0027662517289073307,0.023580786026200874,0.0013850415512465374,0.11424541607898449,0.5,0.028856430352689703,0.0013869625520110957
35,0.00015,0.8281845331192017,0.8097309509913126,0.23211823640093024,0.22755695318839197,0.13924525346679373,0.13732257068772455,0.19534514171849546,0.18461620089677858,0.3065041494913429,0.29675499848572845,True,0.9410307204953667,0.9468631435859944,0.8886289137070755,0.8990884117474727,0.9691163249924668,0.9676260020128792,0.9145271449868613,0.9269726063826876,0.31465530049160245,0.32026835907239865,0.18670085744677933,0.19066638459911148,0.23924339793151922,0.26357840556822837,0.4594916447298639,0.40802578682409185,0.3623648763370875,0.3624025004927773,0.22127326844735898,0.22130132746406217,0.30444835415651267,0.29027019712210744,0.4474934912896857,0.48223920863309355,0.01933453237410072,0.0,0.009761634506242905,0.0,0.04234367306745446,0.0,0.012527312454479243,0.0
