epoch,lr,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_precision,val_precision,train_recall,val_recall
39,0.00015,0.7237086057662964,0.7724987347920735,0.39851669305784143,0.3123374051279264,0.2647809252719947,0.1875481216074359,0.338705250452786,0.3259950594870691,0.6524075240473455,0.3767667662100404
40,0.00015,0.7190297092710223,0.7560951868693034,0.42992135396816783,0.3273822485098494,0.29441190893177765,0.1994777090709153,0.370590796063999,0.25748379725973936,0.6727837288576156,0.5206393108924525
41,0.00015,0.7139073933873857,0.7757195234298706,0.40449003443735493,0.2917427691648507,0.2718627975372951,0.17404657624354591,0.32636575255993133,0.29906012024221956,0.6323783874192236,0.42980007098930206
42,0.00015,0.7105743987219674,0.7662769873936971,0.44396991461233815,0.30417407102772903,0.30442418418054196,0.1831745429265099,0.40015489353742134,0.2495939639211149,0.6448824127737055,0.4371230757997946
43,0.00015,0.7018237965447562,0.7630435228347778,0.4443840424470343,0.31870682998925254,0.308573760068167,0.19148135361983307,0.3725814129415785,0.330680190283264,0.6701191593308324,0.4245284005029402
44,0.00015,0.6956778969083514,0.7713439146677653,0.4474010779570235,0.2968973123099729,0.3087043486459893,0.17780685957880507,0.3816358821041843,0.2516305258665191,0.7114874283829102,0.4138560515186924
45,0.00015,0.6972382255962917,0.7770475665728251,0.4446764237194135,0.27061010819401526,0.3055567724428805,0.15764569396222108,0.3717094350578464,0.3352365920746477,0.6807738939652223,0.3685899242234438
46,0.00015,0.694922935962677,0.7600340763727824,0.4592894880150848,0.33137699316029756,0.3177548844021905,0.20114401174795535,0.39559699632073286,0.26530667558213783,0.7096629031540437,0.5032975387024959
47,0.00015,0.6926220638411386,0.7670825401941935,0.45604657447171865,0.33362128536614494,0.31645571714905,0.20075428875961124,0.38363044370079263,0.3678771864142983,0.6831621068370951,0.39562049154253154
48,0.00015,0.6810307741165161,0.7623078187306722,0.44994927771099674,0.31248959994295106,0.3134910456782536,0.18972606788132987,0.37731356326473764,0.2548424708395654,0.6929541942224079,0.43883687667628296
49,0.00015,0.6865484986986433,0.7581435322761536,0.45162638855736437,0.34764220686272795,0.31595440555009063,0.21091380883736294,0.38529624030546217,0.3699580337531066,0.6482897856868307,0.44404138556802836
50,0.00015,0.668101806300027,0.7584433356920878,0.48995611078303625,0.33981868245707053,0.35021597313161335,0.20667890837524727,0.42266725703892144,0.2883469082136082,0.6435190092123355,0.43996040420727134
51,0.00015,0.6763025999069214,0.775631852944692,0.4518305351688952,0.2724803518598158,0.3173601775044472,0.15877227009677053,0.37254569978563074,0.3398925067166964,0.6902217236298033,0.40121451567307603
52,0.00015,0.6847814219338554,0.758904488881429,0.46514731426650746,0.3343434217908623,0.32412086263210843,0.20403707474242813,0.41035612236135977,0.29556503160860326,0.6924783940764292,0.4291734467582382
53,0.00015,0.6730688759258815,0.7449014782905579,0.5002881548003099,0.3371441592886465,0.3543496724180513,0.20435244398566416,0.42329354846288303,0.2544284667407305,0.6665908567975981,0.5458311115962303
54,0.00015,0.6787493790899004,0.7689894119898478,0.4468074770088575,0.3303244353152568,0.310963021255109,0.19882017672722155,0.3809022165445125,0.3855870855023767,0.7008162592642343,0.33567010893299726
55,0.00015,0.6736392634255546,0.7823222398757934,0.43798652572423524,0.247272947124576,0.303608075924171,0.14232366946763295,0.3648052588757225,0.3367167891017785,0.6857615594101982,0.3113591845701219
56,7.5e-05,0.6656006046703884,0.758764922618866,0.4585322164282099,0.3281964314640966,0.3214981661175314,0.20031864512383699,0.39142089984480144,0.37609584303730287,0.6894073713161825,0.36079219973881177
57,7.5e-05,0.6614874907902308,0.7586812098821004,0.4830051730199418,0.3163281222725148,0.34266573905606273,0.18884168806191692,0.4088786306917944,0.3295854455674595,0.701289547465923,0.36878266367400575
58,7.5e-05,0.6605059606688363,0.7522492289543152,0.5005387836152555,0.34054188092589804,0.3483721552023953,0.2065246035223381,0.4157465917259078,0.32335142468116285,0.7517689662590562,0.3975534107501906
59,7.5e-05,0.6521165558270046,0.764075775941213,0.5000942468296251,0.3294055109420776,0.3554262671622172,0.1981211647944375,0.42083661774301045,0.38109307630583833,0.702660016034321,0.3147864644937941
60,7.5e-05,0.6495004500661578,0.7356738448143005,0.526656489017575,0.3526362462696509,0.3737476970208075,0.21527881907601115,0.44370930024709476,0.29424593859876136,0.751415852325953,0.5121949276386292
61,7.5e-05,0.6535830565861294,0.752473254998525,0.5120798343364582,0.3503612743433292,0.3647754890142965,0.21364341410691304,0.4321743686791158,0.34004605126462245,0.7122301324867552,0.4226809702585002
62,7.5e-05,0.6524806278092521,0.7524880568186442,0.5293525748349193,0.3541480904509058,0.3777133176236177,0.21651736924777054,0.4534928314142431,0.35112538857313697,0.7401366953541786,0.4070376928499495
63,7.5e-05,0.6402136019298008,0.7555348634719848,0.5233433287658036,0.320674351046334,0.3775696876967224,0.19385784544611184,0.4405020842253715,0.3009979525468978,0.726616064891714,0.3736263780506151
64,7.5e-05,0.6422242317880903,0.7520358284314473,0.5050058420583665,0.3317586520027875,0.3608991189934255,0.20281062834005428,0.4284186667037967,0.32787194899937144,0.706683957032089,0.36707170507042625
65,7.5e-05,0.6385807122503008,0.7541842142740885,0.5462830091620926,0.32523745463611925,0.39312624101989085,0.19888417516896434,0.4568437240249411,0.3361444524061393,0.7508877336757515,0.3641129755808084
66,7.5e-05,0.6302089844431196,0.7588631312052408,0.5810290828482368,0.31646945221877965,0.42476614112861083,0.19132091609513519,0.49316541371744743,0.3259620728163711,0.7772126151895263,0.3504638987129205
67,7.5e-05,0.6284547260829381,0.7529080589612325,0.5463469262903552,0.32273434489200076,0.40024211306921426,0.19670129149413695,0.47247068299062633,0.30551868961196055,0.7480799602160403,0.38097395491281244
68,7.5e-05,0.6329074195453099,0.7494230985641479,0.5274927912058569,0.3407520953892939,0.3812772069149453,0.2101076798610491,0.44450908129292543,0.3514258392919256,0.720025935811241,0.3852405951735858
69,3.75e-05,0.6318419524601527,0.7665398716926575,0.5321855784081291,0.29780594087957035,0.38186107708230654,0.18022687144727276,0.4458509509453789,0.3587616537276318,0.719380678478433,0.31995873335985797
70,3.75e-05,0.6234773397445679,0.7604609807332356,0.5962512710351325,0.3421716170748939,0.44425541428084764,0.2103651666805423,0.5116371650499949,0.38469627375227067,0.7884497007851408,0.3587621425365402
71,3.75e-05,0.6292233824729919,0.7454107364018758,0.5593465987225802,0.35855398072110145,0.41152974646121193,0.2196175840486333,0.4754171975560025,0.33345008081452104,0.7557038388716196,0.43490187110141637
72,3.75e-05,0.6200692909104484,0.7561126708984375,0.573713612979268,0.339523930771166,0.4187528768521788,0.20632799878499994,0.4813996042750661,0.35365579924804585,0.7949939746527913,0.3655134863284802
73,3.75e-05,0.6223491600581578,0.7650624434153239,0.5609166376879249,0.3096506342338984,0.41119042300912856,0.18699419606872436,0.48432960599169134,0.3560371389794335,0.7327499463383392,0.3193595434231971
74,3.75e-05,0.6297601461410522,0.7641894817352295,0.5564124940854999,0.2801448340602464,0.4096418404617031,0.1684679973132563,0.4776566566858851,0.30826256050345185,0.7216510918448295,0.3086953150365472
75,3.75e-05,0.6208403553281512,0.7557998617490133,0.5686801390574634,0.31626786996979617,0.41373505119055,0.1910750555017991,0.47338657960818176,0.3353865113958331,0.812410425809077,0.3554378258041034
76,3.75e-05,0.6048825587545122,0.7551626483599345,0.5866918066504521,0.3563928677813906,0.43877843624459223,0.2183211238581841,0.4995578404590361,0.390390610319401,0.7746746860563266,0.37413354957610034
77,3.75e-05,0.6256597518920899,0.7447776516278585,0.5393458351760597,0.3746780678414939,0.39348418897389714,0.23137205439970063,0.46058171639525053,0.3666120850733781,0.7461447712562507,0.43157897644571164
78,3.75e-05,0.6124709980828421,0.7555427034695943,0.5874605528303173,0.334598939876032,0.4271329502212438,0.20409130357260316,0.4869778033506685,0.33799076638251446,0.8082086227447774,0.3818238295384488
79,3.75e-05,0.6122848306383405,0.7573272903760274,0.5802179227102872,0.3476759616574108,0.42893706781440477,0.21179697074878268,0.49159078948730467,0.3650238889006377,0.7572301274023652,0.37471353764016424
80,3.75e-05,0.6186411482947213,0.7559974352518718,0.5481579576599921,0.3340945450327612,0.40348970134309525,0.20402476117834645,0.47014355308669825,0.3364030415817966,0.7424906030072336,0.37759934392350647
