epoch,lr,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_precision,val_precision,train_recall,val_recall,train_dice_c1,val_dice_c1,train_iou_c1,val_iou_c1,train_recall_c1,val_recall_c1,train_precision_c1,val_precision_c1,train_dice_c2,val_dice_c2,train_iou_c2,val_iou_c2,train_recall_c2,val_recall_c2,train_precision_c2,val_precision_c2,train_dice_c3,val_dice_c3,train_iou_c3,val_iou_c3,train_recall_c3,val_recall_c3,train_precision_c3,val_precision_c3
11,0.0007,0.8497337903295245,0.8171396374702453,0.33273560796183677,0.3978155419575867,0.2170266352046488,0.2768654532565054,0.2603410289279771,0.3706401791938319,0.6807181340192487,0.5897136094685519,0.3556312299326416,0.6544862825300201,0.22900502586141117,0.49077018162203223,0.4892217811515257,0.6275436987026582,0.29685929670000183,0.6844190135270167,0.5190780518769508,0.4572568810409297,0.35473220145451523,0.2967761097197833,0.7272744472309226,0.5665022694083272,0.41514831445825884,0.38352600179240975,0.12349754207591777,0.08170346230181037,0.06734267829802008,0.04305006842770082,0.8256581736752981,0.5750948602946703,0.06901547562567084,0.04397552226206901
12,0.0007,0.8368036712918963,0.8072945356369019,0.39770720645517244,0.40787296782904353,0.26875964711813194,0.2888588066326586,0.33804602985427135,0.4102212640783983,0.6744339920216461,0.5529392883317166,0.5323033950671546,0.6989738614377106,0.36534077442212287,0.5392186170403193,0.6650146126134454,0.6732531590475038,0.4527927846159619,0.7267652186759429,0.5499498314860869,0.4388565214605125,0.3817486410216088,0.28203334362306004,0.6574297719527925,0.42178409194476146,0.5001995821466677,0.4574720311209062,0.11086839281227585,0.0857885205889075,0.0591895259106641,0.045324459234596416,0.7008575914987003,0.5637806140028846,0.06114572280018433,0.04642654243834609
13,0.0007,0.8270424195698329,0.7924460172653198,0.39303567888116014,0.3989997462140557,0.2637248190054998,0.278245284862202,0.3262671358112381,0.3550358731014903,0.6872223374157012,0.6444750727308962,0.5357974685470048,0.6591938840450876,0.37484951727385185,0.4967351373265505,0.6954748756812213,0.6709975942709815,0.4568163514659988,0.6489837346927717,0.49670166219019674,0.44901163582479386,0.33279302206719213,0.29099523832562496,0.6268339732070082,0.5758460440689531,0.4340247778622858,0.36865768853701986,0.1466079059062788,0.08879371877228572,0.08353191767545563,0.04700547893443062,0.739358163358874,0.6865815798527541,0.08796027810542967,0.047466196074679265
14,0.0007,0.814523914882115,0.8009931683540344,0.40067569893874083,0.32102351018680864,0.2639169559827173,0.20840414289323667,0.3380627648337959,0.25698599568186997,0.7103961779886532,0.5759598864073898,0.46443478742094674,0.507242602234,0.3072187064966499,0.3465194855433134,0.6453581889863677,0.5725998576360346,0.3733472647004452,0.4731262192876271,0.5474495250771627,0.3972219539309938,0.3786914203531217,0.24827581504485857,0.5975058390884112,0.7857730751300103,0.5332659971186533,0.2660048075416926,0.190142784318113,0.058605974395432046,0.10584074109838022,0.03041712809153806,0.888324505891181,0.36950672645612453,0.10757503268228914,0.03182696021629028
15,0.0007,0.8033201592309135,0.7969790101051331,0.37437557912335456,0.31843835011360966,0.24233527225519036,0.20347796212717215,0.2919328048082244,0.2687970971576445,0.7091126244524248,0.6750305831504072,0.4189511225022572,0.4999373265841369,0.27104171107404645,0.33788200861439677,0.5383555464734375,0.4895700194298264,0.35048285803399093,0.5236616124617375,0.5119415701951506,0.3696744087688696,0.3478517932857325,0.2272749827776107,0.7020222793660793,0.8425931339561757,0.415718449909016,0.2370533334826586,0.19223404467265598,0.08570331498782251,0.10811231240579215,0.045276894989509035,0.8869600475177577,0.6929285960652193,0.10959710648166653,0.045676345528537325
16,0.0007,0.8233104058674403,0.7805906295776367,0.35030130562818235,0.38491074708752643,0.22851409347470408,0.25911368286330855,0.2910415277762592,0.2984221992362259,0.6381150635933434,0.6706911841055124,0.5169286141151065,0.5843013673380685,0.3512800457712905,0.4222103594905944,0.5910129549333281,0.7225457110427835,0.4755124323183372,0.5036705405467902,0.4251215244818223,0.44485669639507475,0.2758719578524218,0.2869961376742768,0.6188308910309946,0.7312663718034479,0.3366041985038457,0.3208525156136386,0.10885377828761819,0.12557417752943606,0.05839027680040001,0.06813455142505445,0.704501344815707,0.5582614694703061,0.061007952506594645,0.070743541548249
17,0.0007,0.7965907233101981,0.7777492761611938,0.4267636233154148,0.43636146717443736,0.28661571676553016,0.30574649929682235,0.3672510554335057,0.39808136790561904,0.631544503578685,0.5614042263541595,0.4954183688804356,0.668390563648967,0.33379763384717925,0.5058235014149947,0.6644160876854155,0.6466621818602476,0.406873267567218,0.6936306742303562,0.5562455757709649,0.49969004999564065,0.3897152312555939,0.3341004905366635,0.5724718885427016,0.6266501867517685,0.5490604414348864,0.4155094786399518,0.22862692529484394,0.14100378787870443,0.1363342851938172,0.07731550593880877,0.6577455345079376,0.41090031045046255,0.14581945729841267,0.08510395084654918
18,0.0007,0.7890582084655762,0.7934032082557678,0.38662522151581086,0.378422620899485,0.2513247025863246,0.2648875382348647,0.3251120443245655,0.3442893341279016,0.6872709934056216,0.6793667595356259,0.45518376551636297,0.6493563858552448,0.30135446396519355,0.4861421280739169,0.5286529520224518,0.6454482074749308,0.41277268706169173,0.6592242320789093,0.5012632709529048,0.4466520708002564,0.3359620221593156,0.2883970113036635,0.6227056543699969,0.6067258896927814,0.4447804125244459,0.35351122634438376,0.20342862807816472,0.03925940604295383,0.1166576216344646,0.02012347532701353,0.9104543738244159,0.7859261814391656,0.11778303338755879,0.02013254396041176
19,0.0007,0.7887911966868809,0.7722240090370178,0.38670552364066924,0.403424334614793,0.2619340286123829,0.2855536384692551,0.3323096425210624,0.3757640705831597,0.7051782865856848,0.56985365600743,0.5758465922775885,0.6935491896438606,0.4070173365300573,0.5337516113072435,0.6437258814118558,0.6916966099330464,0.5376401075187762,0.6954235845937012,0.4776206327594973,0.4382483246486927,0.32195192538860495,0.28164779880740726,0.6325605974039252,0.502928173199678,0.4016771328357014,0.38939437688548895,0.10664934588492193,0.07847548955182587,0.05683282391848659,0.04126150529311444,0.839248380941274,0.5149361848895656,0.05761168720870943,0.04247425027028895
20,0.0007,0.7808485303606306,0.7615967869758606,0.3868194935330761,0.3984632736727994,0.2519957537356077,0.2663787444138111,0.3193991476848387,0.3058909943854616,0.6781655616862804,0.6701976524168364,0.5093143786142474,0.5720410812774492,0.34846564858111084,0.41070000623070146,0.6992392129483832,0.8113826813852363,0.4122152863257171,0.45430898459799013,0.42289035430717115,0.451254563780687,0.2708097415874922,0.29201856525016334,0.4969534073847221,0.600383094080515,0.4015348552744878,0.3628777748955676,0.22825374767780968,0.17209417596026164,0.13671187103821988,0.0964176617605685,0.8383040647257358,0.5988271817847575,0.14444730145431103,0.10048622366282677
21,0.0007,0.7588445084435599,0.758661437034607,0.4573365566295827,0.44241666217630005,0.31080310890314217,0.3020588616028166,0.3940555743502502,0.3812938991007318,0.69447806033035,0.5866745897477511,0.5537448611274705,0.6377025149422864,0.38471780870433087,0.47170463392026274,0.743561088641043,0.6335402293147175,0.44321522293130783,0.646698215978713,0.5574621896912679,0.4685004290042851,0.3933500620108179,0.3062314383205777,0.5551295238313252,0.7674631880843104,0.5795023438559253,0.3375025976170688,0.26080261907000946,0.22104704258232868,0.15434145599427776,0.12824051256760935,0.7847435685186814,0.35902035184422554,0.15944915626351744,0.15968088370641353
22,0.0007,0.766971116406577,0.7492860913276672,0.4259885865170723,0.41084979762134566,0.28130076330309217,0.28487970447102334,0.3563449164395146,0.3483351834518568,0.6618589798549122,0.6575005045587682,0.546395116865171,0.6651083883282961,0.380629949872465,0.5025805532856346,0.5675237703255109,0.6801914396075082,0.5442171514148745,0.6545242871258066,0.4630554770167053,0.44000414017743034,0.305489829046067,0.28282588071350845,0.6800980685620702,0.7152835131877237,0.3595044205244888,0.31885327658939033,0.26851516566934036,0.1274368643583105,0.1577825109907445,0.06923267941392715,0.7379551006771555,0.5770265608810727,0.16531317737918044,0.07162798664037354
23,0.0007,0.7374864442007882,0.7420844316482544,0.4528867338006712,0.43507965486769073,0.3034478208271503,0.303848600100808,0.37905784231323625,0.3727220471104392,0.7284053769703763,0.6381440278177316,0.5539274666883721,0.6759839385331536,0.3867807292355726,0.5150884321070566,0.6924738553882226,0.6961365864026595,0.4636683075072205,0.6608500110187151,0.5317547866032021,0.47000806050150634,0.364120744261113,0.3080330724207684,0.5685343876207972,0.6638974287530341,0.5118874858738667,0.3643391547254757,0.27297794811043935,0.15924696556841259,0.15944198898476547,0.08842429577459925,0.9242078879021092,0.5543980682975013,0.1616177335586215,0.09297697558712659
24,0.0007,0.7421133262770516,0.7625442862510681,0.45948924143815645,0.37585047644369424,0.30934958796917056,0.24185275598762884,0.4100551783975468,0.31522307442344866,0.6662240672214796,0.530859117684876,0.4784588839401137,0.507924337805695,0.3208657721805445,0.34501816528362617,0.5731334754262439,0.5300764695691866,0.43911616934957576,0.5067483711337063,0.5770101342035546,0.4218377840588841,0.40789177036884455,0.2676958298351328,0.6227833511050903,0.7600517631001446,0.5833270136568014,0.29197934048949187,0.322998706170801,0.19778930746650372,0.19929122135812233,0.11284427284412762,0.8027553751331047,0.30244912038529687,0.2077223521862633,0.14694151164714775
25,0.0007,0.7389720303671701,0.739793884754181,0.39472056879633105,0.38281076841708456,0.25624442540936987,0.25881193665338686,0.3188774727762923,0.3609752145574568,0.7042678209619114,0.6790347322181528,0.3879221557406775,0.6019056887523467,0.244752594875099,0.4333718912497775,0.4206638020871127,0.5215471329612568,0.37586000537547415,0.7115374374933501,0.5157004787207395,0.4531381867468609,0.35599485521432805,0.2934753284745194,0.7789990689525543,0.7671610650755694,0.4072102550949829,0.32158676006403114,0.280539071927576,0.09338842975204602,0.16798582613868268,0.0495885902358636,0.9131405918460672,0.7483959986176323,0.17356215785841972,0.04980144611498914
26,0.0007,0.7208244068281991,0.7401416778564454,0.4559721681095195,0.43055679336106206,0.30444226934196883,0.2932921385021531,0.39023577643352164,0.36748861187051973,0.6972829026526575,0.6195902259321863,0.5104830117779529,0.6482543259106929,0.3466385326349871,0.4827735774162706,0.5143233469629224,0.6391839785619904,0.5211579422638447,0.6595763254440729,0.5313299549910978,0.42415503621746975,0.36400448974019123,0.2700630306790693,0.7310205841938374,0.7098937016509527,0.4398104019636595,0.303216573217056,0.32610353755950783,0.21926101795502353,0.2026837856507282,0.12703980741111937,0.8465047768012125,0.5096929975836162,0.209738985073061,0.1396729369504304
27,0.0007,0.7412994861602783,0.7318622469902039,0.4165595204305975,0.4219015723313981,0.2767587425912418,0.28253058986767887,0.3605665017945458,0.32187947182677035,0.6135192162676424,0.7006736810786537,0.5064969622327473,0.5683251551158583,0.3463640830315877,0.4068583582570995,0.6185249699044381,0.7562438085490549,0.4401835437271274,0.4710835981003222,0.47569763361983897,0.4727282058758581,0.3133253955723796,0.3100603012321164,0.5356978070197688,0.6928624364828804,0.45621396581173324,0.35888967976540725,0.26748396543920633,0.2246513560024778,0.17058674916975783,0.1306731101138207,0.6863348718787207,0.6529147982040259,0.18530199584477666,0.13566513761458168
28,0.0007,0.7147716249738421,0.7165638566017151,0.47818990849125625,0.4783673567298324,0.3273594804272524,0.33490927237489587,0.39834346423182393,0.4301132328102895,0.7365283481516904,0.6385992371400896,0.5134447635372175,0.6769199253568091,0.35286162938428434,0.5138969275111862,0.7288085474205627,0.647646313176949,0.41355247299423176,0.7094836148126584,0.6073347043138709,0.5145779614056594,0.43761092062773327,0.3471535467903647,0.6482183474979232,0.6414525365690412,0.5822034191775962,0.4296702635301276,0.3137902576226804,0.24360418342702897,0.19160589126973965,0.14367734282313668,0.8325581495365852,0.6266988616742784,0.19927450052364398,0.15118582008808257
29,0.0007,0.6967060276440211,0.7271999597549439,0.5191408374301469,0.43599400607798416,0.36026761218956843,0.2987698558173463,0.450047303838175,0.4308681763256196,0.7125830099181282,0.5658521471099203,0.5630756080232253,0.64184087239206,0.3942464206629145,0.474552631237882,0.5790165996381993,0.5415868849342351,0.5602185976971485,0.7906001850695905,0.6174529266451175,0.4772746133135031,0.44867544689075806,0.31468469286822326,0.7362619619499264,0.6217163656419358,0.5360603979422099,0.38729541189728073,0.376893977622098,0.1888665325283892,0.23788096901503267,0.10707224334593356,0.822470468166259,0.5342531907535901,0.25386291587516646,0.11470893200998762
30,0.0007,0.7161363431385586,0.745895254611969,0.4378427868615218,0.33832463978274674,0.29337340657482525,0.22224084522232218,0.3669731874968463,0.24978727722959662,0.7115991472616453,0.7277544358134321,0.5312162560458372,0.5024528375214683,0.3666266219289759,0.3457420330296632,0.59421519334831,0.7710337541929719,0.5022352959249512,0.38735716997603803,0.510721565086464,0.44096276934177786,0.34740497525131286,0.28352624418857647,0.65574504254868,0.691981191745842,0.4290317527381036,0.32435522699521946,0.27159053945226413,0.07155831248499409,0.1660886225441871,0.037454258448726865,0.884837205887946,0.7202483615014825,0.1696525138274844,0.0376494347175323
31,0.0007,0.6757014547075544,0.7327491521835328,0.5141915879840376,0.4718701379385157,0.3569566753185263,0.330278921841402,0.44328894166825916,0.5036183631091063,0.731735650128292,0.46169443357108786,0.5123839384393138,0.6864138359972712,0.3515911243313069,0.524111405559455,0.7056291400328345,0.7051836995516952,0.41481668728364973,0.6687141165878034,0.6247553070106433,0.4933680726044536,0.455647552838918,0.32842690929918505,0.6213793209700313,0.504390805025575,0.6394631625093717,0.48281893884374794,0.40543551850215587,0.23582850521382195,0.2636313487853541,0.13829845066556593,0.8681984893820098,0.1755087961359934,0.27558697521175607,0.35932203389576756
32,0.0007,0.6882426874978201,0.7472546219825744,0.5097733018599719,0.3492348870592154,0.35278167869912946,0.22957903179786682,0.4397368674822442,0.33081861450475714,0.664922185728091,0.5882705493126357,0.42813326968026677,0.5724975835110929,0.2819527568231041,0.403112825964454,0.5079560906720252,0.5152852326303013,0.39583676510281246,0.6482455900364829,0.6143839201181734,0.3807841069321741,0.44434140915524256,0.23545189357644838,0.746274850478295,0.5416961290044251,0.5329445036056493,0.2936247733841242,0.48680271578147544,0.09442297073437916,0.33205087011904194,0.05017237585269807,0.7405356160339531,0.7078302863031811,0.3904293337382709,0.05058548009366435
33,0.0007,0.7090662905148097,0.7089303374290467,0.38742800350361833,0.40493999658614316,0.25094896438522984,0.27558692614053787,0.33413215670538426,0.3712648840781984,0.6785577108561964,0.6315635201083298,0.45186668546555764,0.6302037924321374,0.29403977208550774,0.46240223961251814,0.4891329390607345,0.5910355926067952,0.4320205769949493,0.6749516494041019,0.5010392123963765,0.4496344170035874,0.33943611646927346,0.2906492682978043,0.6266525759638318,0.5880978790694038,0.4492933029417658,0.3643234784564857,0.20937811264892084,0.13498178032270464,0.11937100460090837,0.073709270511291,0.9198876175440227,0.7155570886487908,0.12108259017943794,0.07451952437400779
34,0.0007,0.6667767490659441,0.731588876247406,0.4891041200735913,0.3572159059152399,0.33389486022667403,0.2257557608116808,0.43668560223258307,0.2784714603754329,0.6670609783604461,0.6005706231108251,0.5166135316432183,0.4762285526001491,0.3533472431970168,0.3174894265843285,0.6165906313663623,0.5350674508938297,0.4524529135605085,0.44597628215810137,0.5781601270495025,0.38246369955870574,0.4081656567295647,0.23695240342818302,0.5861817549060037,0.8311839148182095,0.5900907615391872,0.24849805207765469,0.3725387015280528,0.2129554655868649,0.2401716807534406,0.12282545242253079,0.7984105488089724,0.43546050362043653,0.26751313159805373,0.14094004689054265
35,0.0007,0.6903523666518075,0.7284049153327942,0.4497564353375258,0.3019785277288443,0.29850017878865864,0.18329753303103374,0.3775069401461784,0.27569883949054746,0.6871690768180662,0.6450294035464013,0.5132456569276866,0.40984835276493253,0.34832169902847393,0.25881609038809844,0.5987618363548528,0.34716833402728936,0.4667151237362214,0.5283036639094487,0.5199783342299168,0.33722326788672574,0.3549565667013676,0.20288832471409676,0.6075371875828819,0.8624283278044823,0.46584546132487664,0.20959483937922965,0.31604531485497384,0.15886396253487467,0.19222227063613434,0.08818818399090603,0.8552082065164639,0.7254915488074319,0.1999602353774371,0.08919801518296401
36,0.0007,0.6791424615042551,0.7212599396705628,0.4803418689604547,0.44691157211907745,0.3248208511183193,0.3037994207376725,0.417148093814281,0.46133452022468735,0.6487149734415819,0.4885558797673807,0.5330847225464822,0.6140568428410099,0.36649707851855046,0.4453372881296921,0.5281558393572392,0.5050140503747536,0.5486874362622386,0.7870758718070598,0.5213446964698375,0.4964806539886281,0.354750290860796,0.3316198864702863,0.6964005641482286,0.7150516572276493,0.4259465033200121,0.38031679747733554,0.3865961878650446,0.23019721952759428,0.2532151839756111,0.1344410876130392,0.7215885168192778,0.24560193169973923,0.2768103418605922,0.21661089138966655
37,0.0007,0.6241482836859567,0.6906713366508483,0.5615461251852369,0.43702817482081274,0.3959280506793375,0.30305956076156215,0.482589523434892,0.3613461831482859,0.7411786243818783,0.6358269125835598,0.6254681482962227,0.6590194150192308,0.46126734559664034,0.49757265214615803,0.7249695235288258,0.7624604467935471,0.5598089128496472,0.585569458142165,0.5727259612372612,0.4720436028498405,0.4019076150045045,0.31018392695639824,0.6622664441323624,0.5964173244188385,0.5390705197233665,0.39079136618428245,0.4864442660222273,0.18002150659336688,0.32460919143686773,0.10142210318213032,0.8362999054844471,0.5486029665382939,0.3488891377316626,0.10767772511841049
38,0.0007,0.6464670436722891,0.7111133098602295,0.523317957971432,0.45490551117270644,0.363354828555353,0.31910818201711016,0.45496860258625144,0.42069639428544237,0.7068449329663575,0.5137941314284312,0.5595748587296819,0.6726762777598128,0.3947585810849502,0.5113344445176461,0.7394814276610023,0.7598443406176387,0.46004399581705124,0.6078556655437162,0.5777900933469438,0.5092958021843189,0.407581286227495,0.3428361126656492,0.5817715419039962,0.6281058356619752,0.5826867202447431,0.42833204448491125,0.4325889218376704,0.18274445357398778,0.28772461835361374,0.10315398886803534,0.7992818293340743,0.1534322180056798,0.32217509169695996,0.22590147282769985
39,0.0007,0.6070994070598057,0.6670547127723694,0.5269235189388832,0.4899906509597963,0.3693534880234715,0.3405214704553562,0.4507354549156331,0.4287120923286618,0.7241130455809387,0.6284588375327606,0.5362719384759822,0.6618503562547359,0.3721316069972041,0.49727380980171143,0.6851418040251089,0.6399800123542525,0.4472638606603517,0.6873824571179912,0.5572278765305823,0.4946173231207148,0.3896275121125269,0.32933976446655605,0.6696743083411518,0.7392909466065891,0.5258785942754317,0.37166822940247335,0.487270741810085,0.31350427350393856,0.34630134496068354,0.194950837097801,0.8175230243765554,0.5061055536374401,0.379063909811116,0.22708559046552068
40,0.0007,0.6231356092861721,0.653679347038269,0.5192655898181578,0.49157926658906287,0.35786089368737667,0.3416082710474258,0.4558454738499767,0.45630826502596045,0.706479862978061,0.6250896017160643,0.5538301909934962,0.6631036185558565,0.38491395401164885,0.4973503800883192,0.5836549928461793,0.5945171912915921,0.5359964249329707,0.7498882374066722,0.5554225837613391,0.4994196827011638,0.387096398421228,0.33352008388697674,0.6917447844608675,0.6300444734656065,0.5069410848776331,0.41365822343082315,0.4485439946996383,0.3122144985101686,0.3015723286292529,0.19395434916698132,0.8440398116271359,0.6507071403909944,0.3245989117393264,0.20537833424038604
41,0.0007,0.6475342086383274,0.6974493145942688,0.5112430968896923,0.434742681076336,0.3578662864568626,0.3041173581856532,0.452173599476221,0.3782429876325795,0.6795723972211276,0.5308442041161822,0.6087686515800126,0.6826365384777666,0.43813013791299726,0.5222120380676513,0.6364434689656481,0.7461618290328039,0.5969867674898766,0.6317708931750244,0.6030638327822205,0.4639645525855972,0.43323089121150704,0.30271358192413894,0.7280669053576628,0.5695856850069354,0.5358797369506837,0.39276856134604576,0.32189680630684353,0.15762695216564418,0.20223783024608344,0.0874264545651695,0.6742068173400722,0.27678509830880726,0.22365429398810285,0.11018950837666823
42,0.0007,0.6014770252364022,0.6494037866592407,0.5465321422998285,0.4800545589307257,0.38472129884126277,0.3339835198627817,0.48515800092478484,0.40668141524531953,0.6977335863320204,0.6325029401760772,0.5841880389642393,0.6631345158197507,0.4192211494459442,0.5022843093689776,0.7561304758348559,0.8098172330241129,0.49833970412896605,0.5687695035743145,0.5770820588468293,0.4882562688201559,0.40888229254897457,0.32348142888737574,0.6043480602196956,0.5247388451811208,0.5839797123271887,0.4570815008482149,0.47832632908841666,0.2887728921522703,0.3260604545288695,0.17618482133199156,0.7327222229415098,0.5629527423229977,0.37315458631819964,0.19419324131342908
43,0.0007,0.584695383480617,0.6391396760940552,0.5467103367248031,0.5051884716321244,0.3855914735297892,0.3542008848848743,0.4660945523133408,0.4734126069962924,0.730544851851986,0.5796200648774569,0.57564862157055,0.6725055203413597,0.4095568646549968,0.5086278903992336,0.7257853991240338,0.6290228077787391,0.48450274118227704,0.7224646670564309,0.6217359032921581,0.5161725919380191,0.45223505896956845,0.34856495047287667,0.6637769700029441,0.5885541857516008,0.5994054618252577,0.45967641531615216,0.44274648531170097,0.32688730261699445,0.2949824969648023,0.20540981378251272,0.8020721864289799,0.5212832011020309,0.3143754539324875,0.23809673861629416
